token_idx,layer,experts
61,5,"[25, 13, 27, 44]"
61,6,"[7, 1, 41, 42]"
61,7,"[17, 29, 44, 21]"
61,8,"[9, 16, 35, 59]"
61,9,"[0, 37, 18, 57]"
61,10,"[1, 56, 42, 31]"
61,11,"[45, 6, 48, 46]"
61,12,"[11, 7, 46, 32]"
61,13,"[37, 5, 40, 7]"
61,14,"[1, 6, 17, 28]"
61,15,"[22, 40, 34, 55]"
61,16,"[20, 11, 32, 25]"
61,17,"[18, 27, 14, 31]"
61,18,"[12, 44, 28, 59]"
61,19,"[24, 40, 0, 6]"
61,20,"[55, 34, 56, 51]"
61,21,"[28, 17, 45, 34]"
61,22,"[49, 4, 24, 32]"
61,23,"[37, 26, 12, 11]"
62,0,"[40, 14, 10, 8]"
62,1,"[2, 13, 31, 50]"
62,2,"[10, 40, 47, 14]"
62,3,"[39, 25, 18, 33]"
62,4,"[38, 47, 41, 7]"
62,5,"[31, 19, 3, 17]"
62,6,"[12, 47, 26, 59]"
62,7,"[27, 33, 11, 21]"
62,8,"[5, 27, 53, 57]"
62,9,"[56, 39, 25, 8]"
62,10,"[12, 6, 11, 47]"
62,11,"[30, 26, 13, 15]"
62,12,"[29, 45, 25, 19]"
62,13,"[59, 14, 9, 38]"
62,14,"[1, 7, 15, 33]"
62,15,"[14, 9, 12, 28]"
62,16,"[27, 23, 26, 19]"
62,17,"[0, 1, 5, 47]"
62,18,"[49, 58, 22, 56]"
62,19,"[28, 36, 34, 42]"
62,20,"[57, 49, 29, 3]"
62,21,"[36, 22, 34, 17]"
62,22,"[1, 45, 6, 7]"
62,23,"[0, 14, 15, 57]"
63,0,"[28, 50, 49, 26]"
63,1,"[26, 47, 35, 22]"
63,2,"[16, 36, 11, 20]"
63,3,"[20, 27, 8, 1]"
63,4,"[6, 44, 45, 18]"
63,5,"[25, 31, 34, 13]"
63,6,"[55, 7, 41, 0]"
63,7,"[29, 2, 31, 21]"
63,8,"[16, 9, 35, 40]"
63,9,"[18, 0, 57, 43]"
63,10,"[11, 42, 41, 56]"
63,11,"[46, 48, 45, 15]"
63,12,"[32, 7, 11, 54]"
63,13,"[37, 5, 19, 56]"
63,14,"[1, 19, 28, 17]"
63,15,"[22, 41, 13, 34]"
63,16,"[25, 58, 11, 50]"
63,17,"[18, 14, 44, 21]"
63,18,"[19, 20, 12, 21]"
63,19,"[33, 6, 38, 24]"
63,20,"[55, 39, 4, 35]"
63,21,"[45, 43, 49, 17]"
63,22,"[29, 55, 4, 49]"
63,23,"[37, 27, 14, 25]"
64,0,"[14, 42, 52, 7]"
64,1,"[29, 25, 13, 39]"
64,2,"[6, 23, 36, 32]"
64,3,"[9, 29, 52, 34]"
64,4,"[21, 10, 54, 25]"
64,5,"[46, 3, 18, 30]"
64,6,"[28, 6, 14, 30]"
64,7,"[50, 26, 42, 37]"
64,8,"[55, 44, 22, 16]"
64,9,"[9, 18, 29, 32]"
64,10,"[11, 13, 1, 34]"
64,11,"[33, 22, 15, 48]"
64,12,"[47, 32, 22, 23]"
64,13,"[37, 18, 46, 15]"
64,14,"[41, 19, 49, 3]"
64,15,"[4, 2, 30, 51]"
64,16,"[2, 21, 59, 3]"
64,17,"[22, 4, 16, 41]"
64,18,"[54, 11, 44, 0]"
64,19,"[19, 17, 38, 15]"
64,20,"[38, 42, 46, 43]"
64,21,"[0, 34, 6, 14]"
64,22,"[20, 15, 37, 31]"
64,23,"[34, 54, 46, 58]"
65,0,"[0, 30, 23, 55]"
65,1,"[44, 52, 12, 10]"
65,2,"[51, 5, 8, 54]"
65,3,"[31, 36, 52, 56]"
65,4,"[37, 8, 12, 0]"
65,5,"[58, 14, 43, 51]"
65,6,"[34, 36, 51, 52]"
65,7,"[50, 20, 42, 56]"
65,8,"[44, 57, 55, 18]"
65,9,"[4, 34, 12, 2]"
65,10,"[18, 13, 23, 22]"
65,11,"[33, 49, 26, 17]"
65,12,"[22, 39, 47, 21]"
65,13,"[46, 10, 15, 8]"
65,14,"[43, 52, 9, 49]"
65,15,"[50, 17, 4, 30]"
65,16,"[34, 35, 9, 17]"
65,17,"[35, 44, 7, 14]"
65,18,"[22, 16, 37, 54]"
65,19,"[38, 15, 46, 50]"
65,20,"[40, 29, 15, 36]"
65,21,"[54, 25, 49, 44]"
65,22,"[55, 57, 13, 20]"
65,23,"[9, 27, 57, 43]"
66,0,"[18, 0, 13, 44]"
66,1,"[19, 34, 50, 24]"
66,2,"[50, 44, 36, 13]"
66,3,"[53, 40, 5, 18]"
66,4,"[53, 43, 10, 35]"
66,5,"[14, 50, 33, 47]"
66,6,"[35, 36, 53, 2]"
66,7,"[24, 50, 42, 10]"
66,8,"[0, 36, 55, 56]"
66,9,"[20, 34, 40, 12]"
66,10,"[43, 18, 37, 48]"
66,11,"[18, 1, 8, 44]"
66,12,"[16, 40, 38, 3]"
66,13,"[10, 22, 18, 48]"
66,14,"[26, 4, 41, 35]"
66,15,"[19, 30, 4, 28]"
66,16,"[39, 3, 10, 12]"
66,17,"[41, 0, 11, 4]"
66,18,"[57, 18, 25, 16]"
66,19,"[14, 48, 28, 9]"
66,20,"[40, 13, 32, 16]"
66,21,"[12, 41, 6, 49]"
66,22,"[14, 31, 5, 47]"
66,23,"[43, 35, 53, 55]"
67,0,"[50, 54, 53, 52]"
67,1,"[34, 59, 35, 1]"
67,2,"[15, 20, 46, 9]"
67,3,"[30, 0, 10, 32]"
67,4,"[39, 13, 41, 55]"
67,5,"[22, 8, 51, 36]"
67,6,"[43, 31, 57, 5]"
67,7,"[35, 43, 21, 3]"
67,8,"[33, 30, 34, 20]"
67,9,"[54, 24, 23, 13]"
67,10,"[4, 59, 36, 1]"
67,11,"[14, 59, 12, 3]"
67,12,"[30, 13, 59, 42]"
67,13,"[30, 35, 50, 33]"
67,14,"[6, 56, 25, 49]"
67,15,"[55, 24, 40, 32]"
67,16,"[20, 4, 59, 16]"
67,17,"[29, 18, 55, 45]"
67,18,"[12, 26, 47, 44]"
67,19,"[13, 30, 1, 23]"
67,20,"[24, 50, 39, 58]"
67,21,"[26, 31, 48, 1]"
67,22,"[49, 31, 4, 17]"
67,23,"[33, 18, 6, 49]"
68,0,"[3, 12, 10, 16]"
68,1,"[34, 48, 1, 47]"
68,2,"[47, 10, 53, 35]"
68,3,"[25, 45, 12, 50]"
68,4,"[47, 21, 41, 55]"
68,5,"[44, 17, 19, 8]"
68,6,"[47, 59, 37, 56]"
68,7,"[17, 33, 27, 16]"
68,8,"[32, 5, 59, 0]"
68,9,"[25, 19, 35, 8]"
68,10,"[31, 37, 26, 32]"
68,11,"[30, 20, 10, 23]"
68,12,"[38, 46, 29, 8]"
68,13,"[9, 6, 59, 14]"
68,14,"[27, 12, 42, 29]"
68,15,"[14, 11, 0, 24]"
68,16,"[27, 0, 12, 51]"
68,17,"[7, 0, 29, 59]"
68,18,"[26, 25, 2, 28]"
68,19,"[22, 36, 26, 12]"
68,20,"[15, 52, 32, 56]"
68,21,"[6, 24, 4, 46]"
68,22,"[36, 3, 31, 30]"
68,23,"[19, 53, 35, 55]"
69,0,"[54, 38, 37, 14]"
69,1,"[18, 17, 59, 55]"
69,2,"[35, 7, 41, 6]"
69,3,"[30, 44, 16, 13]"
69,4,"[29, 24, 9, 27]"
69,5,"[44, 48, 19, 11]"
69,6,"[31, 57, 1, 46]"
69,7,"[43, 53, 21, 35]"
69,8,"[39, 30, 3, 43]"
69,9,"[54, 23, 17, 13]"
69,10,"[1, 19, 17, 8]"
69,11,"[14, 59, 22, 50]"
69,12,"[30, 11, 23, 47]"
69,13,"[50, 30, 37, 13]"
69,14,"[6, 56, 49, 47]"
69,15,"[24, 55, 41, 21]"
69,16,"[20, 25, 59, 4]"
69,17,"[29, 18, 35, 57]"
69,18,"[12, 44, 30, 34]"
69,19,"[13, 59, 21, 1]"
69,20,"[42, 13, 24, 50]"
69,21,"[3, 56, 48, 36]"
69,22,"[49, 31, 33, 24]"
69,23,"[27, 1, 24, 20]"
70,0,"[4, 47, 52, 1]"
70,1,"[40, 24, 21, 8]"
70,2,"[56, 10, 44, 47]"
70,3,"[3, 13, 44, 50]"
70,4,"[43, 49, 9, 26]"
70,5,"[17, 12, 29, 27]"
70,6,"[9, 59, 56, 33]"
70,7,"[19, 58, 9, 1]"
70,8,"[27, 58, 52, 5]"
70,9,"[58, 25, 16, 3]"
70,10,"[23, 12, 37, 26]"
70,11,"[20, 44, 30, 27]"
70,12,"[18, 53, 17, 37]"
70,13,"[17, 22, 59, 9]"
70,14,"[5, 53, 34, 26]"
70,15,"[24, 20, 28, 12]"
70,16,"[8, 2, 13, 0]"
70,17,"[34, 11, 47, 4]"
70,18,"[14, 0, 2, 43]"
70,19,"[21, 2, 26, 9]"
70,20,"[52, 51, 3, 32]"
70,21,"[17, 22, 4, 12]"
70,22,"[45, 31, 37, 30]"
70,23,"[43, 1, 42, 45]"
71,0,"[40, 34, 35, 30]"
71,1,"[42, 0, 46, 56]"
71,2,"[0, 39, 54, 57]"
71,3,"[33, 51, 39, 19]"
71,4,"[16, 29, 26, 27]"
71,5,"[22, 42, 24, 35]"
71,6,"[27, 54, 9, 59]"
71,7,"[5, 42, 21, 12]"
71,8,"[9, 4, 56, 24]"
71,9,"[21, 58, 52, 44]"
71,10,"[42, 52, 45, 51]"
71,11,"[21, 19, 27, 34]"
71,12,"[19, 42, 8, 33]"
71,13,"[14, 53, 17, 3]"
71,14,"[53, 59, 33, 34]"
71,15,"[24, 20, 28, 49]"
71,16,"[23, 8, 2, 43]"
71,17,"[34, 35, 58, 43]"
71,18,"[56, 20, 25, 49]"
71,19,"[21, 26, 41, 9]"
71,20,"[49, 1, 8, 3]"
71,21,"[16, 17, 54, 36]"
71,22,"[31, 45, 36, 3]"
71,23,"[17, 24, 30, 54]"
72,0,"[34, 30, 29, 11]"
72,1,"[17, 36, 57, 8]"
72,2,"[56, 21, 33, 48]"
72,3,"[13, 1, 36, 8]"
72,4,"[6, 5, 18, 59]"
72,5,"[25, 29, 27, 13]"
72,6,"[55, 39, 1, 56]"
72,7,"[23, 29, 2, 31]"
72,8,"[16, 9, 59, 40]"
72,9,"[50, 0, 52, 18]"
72,10,"[29, 8, 1, 42]"
72,11,"[48, 12, 27, 4]"
72,12,"[23, 8, 50, 41]"
72,13,"[51, 54, 37, 53]"
72,14,"[54, 28, 17, 57]"
72,15,"[33, 41, 10, 2]"
72,16,"[48, 4, 56, 46]"
72,17,"[20, 14, 21, 35]"
72,18,"[44, 55, 37, 59]"
72,19,"[16, 52, 33, 41]"
72,20,"[4, 38, 28, 39]"
72,21,"[57, 16, 48, 1]"
72,22,"[55, 31, 46, 13]"
72,23,"[25, 43, 57, 32]"
73,0,"[14, 51, 21, 46]"
73,1,"[29, 13, 11, 12]"
73,2,"[6, 49, 23, 33]"
73,3,"[9, 32, 4, 52]"
73,4,"[20, 54, 12, 15]"
73,5,"[46, 40, 1, 21]"
73,6,"[28, 6, 38, 5]"
73,7,"[50, 42, 12, 21]"
73,8,"[44, 4, 55, 26]"
73,9,"[34, 39, 9, 44]"
73,10,"[23, 43, 40, 13]"
73,11,"[33, 34, 49, 1]"
73,12,"[22, 47, 1, 53]"
73,13,"[18, 4, 15, 46]"
73,14,"[58, 35, 41, 33]"
73,15,"[4, 30, 2, 41]"
73,16,"[9, 27, 17, 4]"
73,17,"[22, 40, 44, 2]"
73,18,"[54, 2, 43, 56]"
73,19,"[19, 38, 41, 21]"
73,20,"[38, 35, 42, 51]"
73,21,"[0, 25, 9, 36]"
73,22,"[2, 44, 37, 6]"
73,23,"[3, 45, 43, 46]"
74,0,"[21, 22, 19, 39]"
74,1,"[44, 12, 49, 20]"
74,2,"[51, 5, 8, 28]"
74,3,"[31, 56, 39, 4]"
74,4,"[34, 27, 37, 14]"
74,5,"[14, 58, 24, 38]"
74,6,"[34, 28, 36, 22]"
74,7,"[20, 50, 12, 21]"
74,8,"[44, 57, 18, 46]"
74,9,"[34, 4, 39, 3]"
74,10,"[23, 13, 22, 51]"
74,11,"[33, 55, 49, 34]"
74,12,"[22, 1, 47, 39]"
74,13,"[46, 15, 4, 48]"
74,14,"[43, 52, 58, 9]"
74,15,"[50, 4, 30, 17]"
74,16,"[34, 9, 35, 17]"
74,17,"[3, 47, 35, 34]"
74,18,"[14, 40, 20, 16]"
74,19,"[41, 38, 50, 21]"
74,20,"[10, 52, 32, 40]"
74,21,"[12, 31, 54, 25]"
74,22,"[4, 38, 17, 50]"
74,23,"[1, 43, 55, 53]"
75,0,"[56, 55, 5, 45]"
75,1,"[19, 25, 52, 12]"
75,2,"[37, 32, 9, 5]"
75,3,"[23, 37, 13, 29]"
75,4,"[14, 23, 42, 8]"
75,5,"[52, 26, 6, 33]"
75,6,"[27, 33, 2, 38]"
75,7,"[19, 36, 11, 56]"
75,8,"[58, 27, 52, 24]"
75,9,"[34, 26, 58, 35]"
75,10,"[48, 23, 40, 12]"
75,11,"[44, 27, 55, 34]"
75,12,"[53, 24, 18, 17]"
75,13,"[27, 48, 59, 17]"
75,14,"[27, 26, 31, 53]"
75,15,"[47, 24, 19, 20]"
75,16,"[8, 39, 2, 18]"
75,17,"[4, 27, 5, 14]"
75,18,"[14, 40, 0, 5]"
75,19,"[9, 10, 42, 41]"
75,20,"[30, 59, 1, 3]"
75,21,"[22, 54, 6, 21]"
75,22,"[13, 14, 43, 1]"
75,23,"[15, 19, 22, 23]"
76,0,"[25, 49, 19, 55]"
76,1,"[22, 28, 32, 10]"
76,2,"[55, 39, 13, 22]"
76,3,"[1, 24, 13, 50]"
76,4,"[6, 30, 5, 8]"
76,5,"[25, 27, 30, 28]"
76,6,"[46, 56, 5, 38]"
76,7,"[23, 34, 38, 36]"
76,8,"[9, 40, 24, 2]"
76,9,"[57, 52, 50, 0]"
76,10,"[42, 8, 56, 24]"
76,11,"[48, 27, 21, 4]"
76,12,"[7, 50, 54, 44]"
76,13,"[19, 32, 51, 43]"
76,14,"[54, 16, 28, 30]"
76,15,"[33, 22, 51, 13]"
76,16,"[46, 11, 33, 22]"
76,17,"[52, 20, 21, 9]"
76,18,"[59, 20, 49, 33]"
76,19,"[16, 33, 50, 40]"
76,20,"[4, 35, 2, 36]"
76,21,"[23, 16, 39, 45]"
76,22,"[13, 31, 18, 55]"
76,23,"[24, 22, 42, 0]"
77,0,"[41, 54, 27, 8]"
77,1,"[29, 37, 10, 4]"
77,2,"[46, 36, 52, 34]"
77,3,"[56, 27, 36, 43]"
77,4,"[50, 59, 4, 30]"
77,5,"[23, 38, 10, 1]"
77,6,"[40, 6, 23, 25]"
77,7,"[49, 34, 13, 55]"
77,8,"[36, 49, 10, 46]"
77,9,"[39, 14, 21, 57]"
77,10,"[28, 20, 16, 13]"
77,11,"[29, 33, 48, 26]"
77,12,"[22, 10, 47, 1]"
77,13,"[29, 15, 53, 4]"
77,14,"[14, 58, 49, 45]"
77,15,"[59, 29, 13, 32]"
77,16,"[9, 17, 33, 50]"
77,17,"[40, 54, 35, 3]"
77,18,"[6, 35, 30, 7]"
77,19,"[19, 46, 31, 49]"
77,20,"[42, 15, 53, 59]"
77,21,"[29, 34, 50, 0]"
77,22,"[7, 37, 32, 3]"
77,23,"[34, 29, 46, 3]"
78,0,"[55, 21, 7, 10]"
78,1,"[44, 39, 4, 37]"
78,2,"[52, 1, 59, 36]"
78,3,"[17, 28, 43, 39]"
78,4,"[37, 1, 15, 30]"
78,5,"[23, 10, 7, 1]"
78,6,"[34, 30, 40, 3]"
78,7,"[20, 53, 8, 57]"
78,8,"[36, 49, 55, 53]"
78,9,"[39, 14, 29, 4]"
78,10,"[28, 20, 13, 30]"
78,11,"[29, 33, 17, 26]"
78,12,"[10, 22, 47, 1]"
78,13,"[29, 15, 34, 46]"
78,14,"[43, 14, 52, 58]"
78,15,"[50, 32, 20, 17]"
78,16,"[9, 34, 17, 32]"
78,17,"[3, 35, 38, 47]"
78,18,"[6, 44, 30, 37]"
78,19,"[41, 38, 44, 36]"
78,20,"[22, 40, 37, 36]"
78,21,"[34, 31, 26, 50]"
78,22,"[58, 4, 31, 3]"
78,23,"[0, 43, 1, 42]"
79,0,"[5, 56, 27, 24]"
79,1,"[25, 19, 37, 11]"
79,2,"[37, 32, 9, 1]"
79,3,"[23, 46, 37, 39]"
79,4,"[10, 14, 48, 13]"
79,5,"[52, 7, 31, 33]"
79,6,"[27, 46, 2, 33]"
79,7,"[19, 36, 10, 56]"
79,8,"[27, 58, 7, 6]"
79,9,"[34, 49, 39, 26]"
79,10,"[40, 48, 12, 41]"
79,11,"[44, 26, 8, 55]"
79,12,"[18, 53, 24, 17]"
79,13,"[48, 27, 59, 43]"
79,14,"[26, 27, 34, 5]"
79,15,"[19, 47, 30, 24]"
79,16,"[8, 39, 2, 18]"
79,17,"[4, 10, 14, 58]"
79,18,"[0, 8, 2, 10]"
79,19,"[41, 42, 9, 26]"
79,20,"[40, 30, 36, 32]"
79,21,"[54, 27, 16, 36]"
79,22,"[30, 14, 11, 37]"
79,23,"[15, 43, 55, 14]"
80,0,"[25, 49, 58, 29]"
80,1,"[22, 28, 5, 10]"
80,2,"[55, 27, 13, 1]"
80,3,"[1, 13, 44, 8]"
80,4,"[6, 15, 51, 50]"
80,5,"[25, 13, 30, 24]"
80,6,"[46, 30, 55, 12]"
80,7,"[23, 7, 10, 4]"
80,8,"[9, 40, 24, 6]"
80,9,"[57, 0, 47, 49]"
80,10,"[42, 8, 56, 30]"
80,11,"[48, 27, 4, 21]"
80,12,"[54, 44, 41, 10]"
80,13,"[29, 43, 32, 19]"
80,14,"[28, 54, 57, 11]"
80,15,"[33, 36, 51, 23]"
80,16,"[46, 31, 21, 43]"
80,17,"[52, 20, 43, 34]"
80,18,"[59, 44, 20, 0]"
80,19,"[52, 33, 30, 16]"
80,20,"[4, 55, 16, 2]"
80,21,"[29, 23, 39, 59]"
80,22,"[49, 7, 58, 25]"
80,23,"[12, 0, 47, 38]"
81,0,"[57, 41, 52, 39]"
81,1,"[29, 37, 10, 49]"
81,2,"[52, 34, 36, 17]"
81,3,"[41, 27, 9, 20]"
81,4,"[4, 17, 37, 36]"
81,5,"[10, 23, 6, 36]"
81,6,"[40, 3, 23, 4]"
81,7,"[13, 49, 26, 59]"
81,8,"[10, 49, 37, 26]"
81,9,"[42, 14, 31, 33]"
81,10,"[25, 28, 20, 53]"
81,11,"[16, 9, 56, 29]"
81,12,"[10, 21, 36, 31]"
81,13,"[29, 39, 55, 15]"
81,14,"[45, 14, 46, 52]"
81,15,"[50, 29, 59, 17]"
81,16,"[6, 34, 45, 1]"
81,17,"[49, 38, 24, 15]"
81,18,"[35, 57, 6, 4]"
81,19,"[44, 17, 19, 7]"
81,20,"[26, 0, 53, 14]"
81,21,"[29, 51, 35, 47]"
81,22,"[48, 51, 6, 57]"
81,23,"[5, 31, 21, 29]"
82,0,"[6, 18, 9, 52]"
82,1,"[25, 19, 21, 52]"
82,2,"[42, 29, 43, 37]"
82,3,"[46, 41, 55, 11]"
82,4,"[48, 25, 23, 12]"
82,5,"[18, 54, 53, 26]"
82,6,"[58, 51, 33, 2]"
82,7,"[36, 56, 0, 59]"
82,8,"[54, 38, 13, 58]"
82,9,"[46, 26, 11, 12]"
82,10,"[14, 44, 30, 18]"
82,11,"[36, 19, 53, 5]"
82,12,"[3, 46, 55, 54]"
82,13,"[43, 57, 27, 16]"
82,14,"[23, 22, 48, 24]"
82,15,"[19, 47, 0, 52]"
82,16,"[15, 18, 39, 24]"
82,17,"[0, 24, 30, 28]"
82,18,"[13, 39, 1, 57]"
82,19,"[3, 39, 8, 15]"
82,20,"[58, 52, 14, 45]"
82,21,"[23, 2, 18, 31]"
82,22,"[57, 45, 52, 15]"
82,23,"[49, 29, 43, 38]"
83,0,"[19, 57, 48, 22]"
83,1,"[7, 58, 5, 38]"
83,2,"[24, 34, 35, 55]"
83,3,"[4, 34, 18, 37]"
83,4,"[22, 1, 7, 57]"
83,5,"[37, 57, 29, 30]"
83,6,"[1, 42, 58, 48]"
83,7,"[42, 17, 54, 21]"
83,8,"[33, 20, 54, 6]"
83,9,"[36, 54, 51, 23]"
83,10,"[55, 7, 49, 14]"
83,11,"[23, 3, 59, 39]"
83,12,"[56, 30, 34, 15]"
83,13,"[28, 30, 32, 27]"
83,14,"[27, 55, 59, 20]"
83,15,"[19, 9, 20, 31]"
83,16,"[55, 21, 14, 11]"
83,17,"[0, 6, 59, 19]"
83,18,"[27, 57, 33, 48]"
83,19,"[53, 28, 39, 59]"
83,20,"[9, 39, 49, 14]"
83,21,"[48, 30, 5, 49]"
83,22,"[9, 52, 41, 5]"
83,23,"[49, 45, 53, 17]"
84,0,"[7, 39, 48, 26]"
84,1,"[53, 27, 1, 9]"
84,2,"[2, 43, 38, 53]"
84,3,"[57, 34, 58, 36]"
84,4,"[31, 19, 12, 11]"
84,5,"[32, 20, 0, 9]"
84,6,"[46, 37, 38, 50]"
84,7,"[5, 27, 56, 52]"
84,8,"[42, 8, 9, 21]"
84,9,"[5, 48, 16, 27]"
84,10,"[42, 58, 52, 57]"
84,11,"[53, 30, 13, 25]"
84,12,"[19, 37, 9, 38]"
84,13,"[3, 1, 52, 17]"
84,14,"[15, 1, 42, 12]"
84,15,"[9, 42, 43, 14]"
84,16,"[23, 27, 58, 31]"
84,17,"[22, 32, 1, 15]"
84,18,"[9, 15, 23, 4]"
84,19,"[28, 5, 11, 58]"
84,20,"[49, 14, 54, 56]"
84,21,"[51, 39, 58, 54]"
84,22,"[9, 57, 44, 20]"
84,23,"[57, 39, 40, 53]"
85,0,"[35, 27, 32, 7]"
85,1,"[26, 14, 21, 55]"
85,2,"[16, 2, 11, 20]"
85,3,"[38, 45, 34, 17]"
85,4,"[31, 6, 44, 18]"
85,5,"[25, 34, 32, 20]"
85,6,"[7, 41, 37, 55]"
85,7,"[5, 29, 4, 7]"
85,8,"[16, 9, 20, 35]"
85,9,"[57, 32, 0, 5]"
85,10,"[42, 56, 58, 8]"
85,11,"[18, 46, 15, 48]"
85,12,"[7, 54, 52, 23]"
85,13,"[40, 3, 37, 5]"
85,14,"[17, 15, 1, 54]"
85,15,"[9, 42, 22, 33]"
85,16,"[58, 27, 22, 31]"
85,17,"[32, 12, 52, 22]"
85,18,"[42, 28, 23, 48]"
85,19,"[6, 24, 28, 18]"
85,20,"[7, 14, 34, 5]"
85,21,"[45, 28, 24, 23]"
85,22,"[29, 12, 24, 20]"
85,23,"[37, 48, 39, 8]"
86,0,"[46, 7, 57, 35]"
86,1,"[55, 33, 28, 4]"
86,2,"[2, 21, 16, 20]"
86,3,"[8, 17, 0, 34]"
86,4,"[44, 6, 18, 31]"
86,5,"[34, 25, 32, 2]"
86,6,"[7, 41, 17, 58]"
86,7,"[29, 2, 15, 17]"
86,8,"[40, 35, 9, 4]"
86,9,"[18, 43, 57, 7]"
86,10,"[56, 39, 41, 11]"
86,11,"[46, 18, 45, 15]"
86,12,"[7, 32, 52, 13]"
86,13,"[37, 40, 21, 35]"
86,14,"[1, 17, 32, 11]"
86,15,"[22, 40, 9, 10]"
86,16,"[58, 27, 25, 31]"
86,17,"[32, 12, 52, 18]"
86,18,"[42, 28, 23, 12]"
86,19,"[24, 6, 47, 13]"
86,20,"[34, 14, 55, 7]"
86,21,"[28, 45, 10, 23]"
86,22,"[49, 24, 12, 57]"
86,23,"[37, 0, 12, 26]"
87,0,"[4, 1, 23, 54]"
87,1,"[33, 17, 49, 1]"
87,2,"[53, 21, 13, 20]"
87,3,"[8, 18, 45, 28]"
87,4,"[45, 18, 8, 41]"
87,5,"[13, 59, 2, 24]"
87,6,"[41, 7, 14, 17]"
87,7,"[29, 2, 15, 7]"
87,8,"[40, 35, 9, 4]"
87,9,"[18, 43, 37, 28]"
87,10,"[39, 56, 41, 37]"
87,11,"[46, 45, 37, 18]"
87,12,"[7, 32, 23, 11]"
87,13,"[37, 40, 21, 5]"
87,14,"[1, 17, 28, 7]"
87,15,"[22, 33, 13, 10]"
87,16,"[58, 25, 46, 27]"
87,17,"[32, 18, 52, 7]"
87,18,"[44, 42, 12, 59]"
87,19,"[24, 30, 33, 26]"
87,20,"[55, 34, 14, 4]"
87,21,"[28, 45, 18, 24]"
87,22,"[49, 58, 22, 36]"
87,23,"[37, 30, 12, 26]"
88,0,"[14, 51, 22, 10]"
88,1,"[31, 13, 2, 7]"
88,2,"[40, 10, 53, 17]"
88,3,"[8, 29, 22, 11]"
88,4,"[56, 9, 21, 45]"
88,5,"[3, 53, 23, 36]"
88,6,"[4, 46, 41, 38]"
88,7,"[32, 26, 51, 59]"
88,8,"[16, 22, 26, 37]"
88,9,"[14, 29, 42, 0]"
88,10,"[3, 20, 46, 11]"
88,11,"[16, 29, 9, 57]"
88,12,"[49, 17, 22, 47]"
88,13,"[41, 29, 15, 19]"
88,14,"[28, 54, 39, 58]"
88,15,"[11, 33, 31, 51]"
88,16,"[9, 51, 25, 2]"
88,17,"[8, 52, 48, 20]"
88,18,"[35, 59, 28, 30]"
88,19,"[52, 41, 30, 44]"
88,20,"[4, 24, 45, 39]"
88,21,"[23, 29, 54, 36]"
88,22,"[4, 55, 57, 34]"
88,23,"[31, 42, 38, 57]"
89,0,"[33, 38, 43, 45]"
89,1,"[15, 57, 32, 4]"
89,2,"[20, 28, 41, 22]"
89,3,"[41, 18, 20, 22]"
89,4,"[30, 26, 2, 34]"
89,5,"[53, 55, 7, 28]"
89,6,"[3, 50, 56, 17]"
89,7,"[57, 54, 59, 16]"
89,8,"[23, 38, 24, 31]"
89,9,"[59, 3, 46, 49]"
89,10,"[21, 58, 32, 30]"
89,11,"[53, 0, 34, 4]"
89,12,"[35, 36, 1, 43]"
89,13,"[44, 16, 8, 47]"
89,14,"[34, 58, 53, 33]"
89,15,"[43, 57, 26, 32]"
89,16,"[10, 17, 21, 30]"
89,17,"[49, 41, 4, 46]"
89,18,"[25, 30, 21, 37]"
89,19,"[17, 49, 21, 30]"
89,20,"[26, 53, 23, 28]"
89,21,"[29, 19, 30, 44]"
89,22,"[6, 57, 43, 50]"
89,23,"[31, 5, 21, 38]"
